Court,Incumbent,Vacancy Reason,Vacancy Date,Nominee,Nomination Date
04 - NC-E,"Howard,Malcolm J.",Senior,12/31/2005,"Myers II,Richard Ernest",09/09/2019
04 - SC,"Wooten,Terry L.",Senior,02/28/2019,,
04 - SC,"Quattlebaum Jr.,A. Marvin",Elevated,08/16/2018,"Lydon,Sherri A.",10/15/2019
04 - VA-E,"Smith,Rebecca Beach",Senior,08/01/2019,,
04 - VA-W,"Conrad,Glen E.",Senior,12/11/2017,,
05 - CCA,"Jolly,E. Grady",Senior,10/03/2017,"Ozerden,Halil Suleyman",06/24/2019
05 - LA-W,"Drell,Dee D.",Senior,11/30/2017,,
05 - MS-S,"Starrett,Keith",Senior,04/30/2019,,
05 - MS-S,"Guirola Jr.,Louis",Senior,03/23/2018,"Wilson,Cory T.",10/15/2019
05 - TX-S,"Lake III,Simeon Timothy",Senior,07/05/2019,,
06 - MI-E,"Rosen,Gerald E.",Senior,10/26/2016,"Davis,Stephanie Dawkins",03/11/2019
06 - MI-W,"Bell,Robert Holmes",Senior,01/31/2017,,
06 - OH-N,"Zouhary,Jack",Senior,07/01/2019,,
06 - OH-S,"Barrett,Michael R.",Senior,02/15/2019,,
06 - OH-S,"Dlott,Susan J.",Senior,05/31/2018,"Cole,Douglas Russell",05/13/2019
06 - OH-S,"Rose,Thomas M.",Senior,06/30/2017,"McFarland,Matthew Walden",01/23/2019
07 - IL-N,"Kapala,Frederick J.",Senior,05/10/2019,,
07 - IL-N,"Castillo,Ruben",Retired,09/27/2019,,
07 - IL-N,"Der-Yeghiayan,Samuel",Retired,02/17/2018,"Kness,John Fitzgerald",06/24/2019
07 - IL-S,"Reagan,Michael J.",Retired,03/31/2019,,
07 - IL-S,"Herndon,David R.",Retired,01/07/2019,,
07 - WI-E,"Randa,Rudolph T.",Senior,02/05/2016,,
08 - AR-E,"Holmes,J. Leon",Senior,03/31/2018,"Rudofsky,Lee Philip",07/08/2019
08 - MN,"Ericksen,Joan N.",Senior,10/15/2019,,
08 - MO-E,"Perry,Catherine D.",Senior,12/31/2018,"Pitlyk,Sarah E.",09/09/2019
09 - AK,"Beistline,Ralph R.",Senior,12/31/2015,,
09 - AZ,"Collins,Raner",Senior,03/04/2019,,
09 - AZ,"Jorgenson,Cindy K.",Senior,04/06/2018,"Rash,Scott Hugh",10/15/2019
09 - CA-C,"Pregerson,Dean D.",Senior,01/28/2016,,
09 - CA-C,"O'Connell,Beverly Reid",Deceased,10/08/2017,,
09 - CA-C,"Guilford,Andrew J.",Senior,07/05/2019,,
09 - CA-C,"Otero,S. James",Senior,12/30/2018,"Aenlle-Rocha,Fernando L.",10/17/2019
09 - CA-C,"Collins,Audrey B.",Retired,08/01/2014,"Blumenfeld Jr.,Stanley",02/06/2019
09 - CA-C,"Snyder,Christina A.",Senior,11/23/2016,"Leal,Sandy Nunes",10/17/2019
09 - CA-C,"Real,Manuel L.",Senior,11/04/2018,"Richmond,Rick Lloyd",10/17/2019
09 - CA-C,"Morrow,Margaret M.",Senior,10/29/2015,"Rosen,Jeremy Brooks",02/06/2019
09 - CA-C,"King,George H.",Retired,01/06/2017,"Scarsi,Mark C.",02/06/2019
09 - CA-S,"Houston,John A.",Senior,02/06/2018,,
09 - CA-S,"Anello,Michael M.",Senior,10/31/2018,,
09 - CA-S,"Huff,Marilyn L.",Senior,09/30/2016,,
09 - CA-S,"Benitez,Roger T.",Senior,12/31/2017,"Braverman,Adam L.",10/17/2019
09 - CA-S,"Moskowitz,Barry Ted",Senior,01/23/2019,"Matthews,R. Shireen",10/17/2019
09 - CCA,"O'Scannlain,Diarmuid F.",Senior,12/31/2016,"Hunsaker,Danielle J.",09/19/2019
09 - NV,"Jones,Robert Clive",Senior,02/01/2016,,
09 - NV,"Mahan,James C.",Senior,06/29/2018,,
09 - WA-W,"Leighton,Ronald B.",Senior,02/28/2019,,
09 - WA-W,"Robart,James L.",Senior,06/28/2016,,
09 - WA-W,"Lasnik,Robert S.",Senior,01/27/2016,,
09 - WA-W,"Pechman,Marsha J.",Senior,02/06/2016,,
10 - CO,"Krieger,Marcia S.",Senior,03/03/2019,,
10 - NM,"Herrera,Judith C.",Senior,07/01/2019,,
10 - NM,"Armijo,M. Christina",Senior,02/07/2018,"Riggs,Kea Whetzal",05/13/2019
10 - NM,"Brack,Robert",Senior,07/25/2018,"Sweazea,Kevin Ray",06/12/2019
10 - OK-E,"Payne,James H.",Senior,08/01/2017,,
10 - OK-W,"Miles-LaGrange,Vicki",Senior,11/05/2018,"Dishman,Jodi W.",09/09/2019
10 - OK-W,"Heaton,Joe L.",Senior,07/01/2019,"Jones,II,Bernard Maurice",10/17/2019
10 - UT,"Waddoups,Clark",Senior,01/31/2019,"Barlow,David B.",06/12/2019
11 - AL-M,"Watkins,W. Keith",Senior,01/31/2019,"Huffaker Jr.,R. Austin",07/08/2019
11 - FL-M,"Kovachevich,Elizabeth A.",Senior,12/14/2018,,
11 - FL-S,"Marra,Kenneth A.",Senior,08/01/2017,,
11 - FL-S,"Cohn,James I.",Senior,08/05/2016,"Singhal,Anuraag",09/09/2019
CL,"Wolski,Victor J.",Senior,07/13/2018,,
CL,"Lettow,Charles Frederick",Senior,07/13/2018,,
CL,"Block,Lawrence J.",Retired,01/08/2016,,
CL,"Damich,Edward J.",Senior,10/21/2013,"Epstein,Daniel Z.",06/24/2019
CL,"Braden,Susan G.",Senior,07/13/2018,"Obermann,Grace Karaffa",10/30/2019
CL,"Williams,Mary Ellen Coster",Senior,07/13/2018,"Roumel,Eleni Maria",06/24/2019
CL,"Horn,Marian Blank",Senior,03/09/2018,"Schwartz,Stephen Sidney",10/17/2019
CL,"Hewitt,Emily C.",Retired,10/21/2013,"Solomson,Matthew H.",03/05/2019
CL,"Bush,Lynn J.",Senior,10/21/2013,"Tapp,David Austin",03/05/2019
IT,"Gordon,Leo M.",Senior,03/22/2019,,
IT,"Ridgway,Delissa A.",Senior,01/31/2019,"Vaden,Stephen A.",10/17/2019
