Court,Incumbent,Vacancy Reason,Vacancy Date,Nominee,Nomination Date
02 - NYE,"Feuerstein,Sandra J.",Senior,01/21/2015,,
02 - NYE,"Garaufis,Nicholas G.",Senior,10/01/2014,"DeArcy Hall,LaShann Moutique",01/07/2015
02 - NYW,"Arcara,Richard J.",Senior,01/03/2015,,
03 - CCA,"Scirica,Anthony J.",Senior,07/01/2013,"Restrepo,Luis Felipe",01/07/2015
03 - PAE,"McLaughlin,Mary A.",Senior,11/18/2013,,
03 - PAW,"McVerry,Terrence F.",Senior,09/30/2013,,
03 - PAW,"Lancaster,Gary L.",Deceased,04/24/2013,,
03 - PAW,"McLaughlin,Sean J.",Resigned,08/16/2013,,
04 - MD,"Chasanow,Deborah K.",Senior,10/03/2014,,
04 - NCE,"Howard,Malcolm J.",Senior,12/31/2005,,
04 - SC,"Anderson Jr.,Joseph F.",Senior,11/16/2014,,
04 - SC,"Currie,Cameron McGowan",Senior,10/03/2013,,
05 - CCA,"King,Carolyn Dineen",Senior,12/31/2013,,
05 - CCA,"Garza,Emilio M.",Senior,08/01/2012,,
05 - TXN,"Cummings,Samuel Ray",Senior,12/31/2014,,
05 - TXN,"Means,Terry",Senior,07/03/2013,,
05 - TXS,"Jack,Janis Graham",Senior,06/01/2011,,
05 - TXS,"Costa,Gregg Jeffrey",Elevated,05/20/2014,,
05 - TXS,"Hoyt,Kenneth M.",Senior,03/02/2013,"Bennett,Alfred H.",01/07/2015
05 - TXS,"Atlas,Nancy F.",Senior,06/20/2014,"Hanks Jr.,George C.",01/07/2015
05 - TXS,"Tagle,Hilda G.",Senior,12/31/2012,"Olvera Jr.,Jose Rolando",01/07/2015
06 - CCA,"Martin Jr.,Boyce F.",Retired,08/16/2013,,
06 - KYE,"Coffman,Jennifer B.",Retired,01/08/2013,,
06 - KYW,"Heyburn II,John G.",Senior,04/01/2014,,
06 - TNE,"Collier,Curtis Lynn",Senior,10/31/2014,"McDonough,Travis Randall",01/07/2015
06 - TNM,"Haynes Jr.,William Joseph",Senior,12/01/2014,,
07 - CCA,"Evans,Terence T.",Senior,01/07/2010,,
07 - INS,"Barker,Sarah Evans",Senior,06/30/2014,,
08 - NE,"Bataillon,Joseph F.",Senior,10/03/2014,,
09 - CAC,"Collins,Audrey B.",Retired,08/01/2014,,
09 - CAE,"Ishii,Anthony W.",Senior,10/31/2012,"Drozd,Dale A.",01/07/2015
10 - KS,"Vratil,Kathryn H.",Senior,04/22/2014,,
10 - OKW,"Friot,Stephen P.",Senior,12/01/2014,,
10 - OKW,"Russell,David L.",Senior,07/07/2013,,
10 - UT,"Stewart,Brian T.",Senior,09/01/2014,,
10 - UT,"Benson,Dee V.",Senior,01/01/2014,"Parrish,Jill N.",01/07/2015
11 - ALM,"Thompson,Myron H.",Senior,08/22/2013,,
11 - ALN,"Smith Jr.,C. Lynwood",Senior,08/31/2013,,
11 - CCA,"Dubina,Joel F.",Senior,10/26/2013,,
11 - FLS,"Rosenbaum,Robin S.",Elevated,05/12/2014,,
11 - GAN,"Carnes,Julie E.",Elevated,07/21/2014,,
FD - CCA,"Rader,Randall R.",Retired,06/30/2014,"Stoll,Kara Farnandez",01/07/2015
IT,"Carman,Gregory W.",Senior,09/15/2014,,
IT,"Eaton,Richard K.",Senior,08/22/2014,,
IT,"Pogue,Donald C.",Senior,07/01/2014,"Davidson,Jeanne E.",01/07/2015
Total Vacancies: 45,Total Vacancies: 45,Total Vacancies: 45,Total Vacancies: 45,Total Vacancies: 45,Total Vacancies: 45
Total Nominees Pending: 10,Total Nominees Pending: 10,Total Nominees Pending: 10,Total Nominees Pending: 10,Total Nominees Pending: 10,Total Nominees Pending: 10
